abilities.0	abilities.1	abilities.2	abilities.3	abilities.4	abilities.5	description	evolution.0	evolution.1	evolution.2	evolution.3	gen	height	id	name	species	stats.attack	stats.defense	stats.hp	stats.sp.atk	stats.sp.def	stats.speed	stats.total	type.0	type.1	weight
Flower Veil	Symbiosis					Description not available yet					6	0.1m	669	Flabebe	Single Bloom Pokemon	38	39	44	61	79	42	303	Fairy		0.1 kg
Flower Veil	Symbiosis					Description not available yet					6	0.2m	670	Floette	Fairy Pokemon	65	67	74	125	128	92	551	Fairy		0.9 kg
Flower Veil	Symbiosis					Description not available yet					6	1.1m	671	Florges	Garden Pokemon	65	68	78	112	154	75	552	Fairy		10 kg
Sap Sipper	Grass Pelt					Description not available yet					6	0.9m	672	Skiddo	Mount Pokemon	65	48	66	62	57	52	350	Grass		31 kg
Sap Sipper	Grass Pelt					Description not available yet					6	1.7m	673	Gogoat	Mount Pokemon	100	62	123	97	81	68	531	Grass		91 kg
Iron Fist	Mold Breaker	Scrappy				Description not available yet					6	0.6m	674	Pancham	Playful Pokemon	82	62	67	46	48	43	348	Fighting		8 kg
Iron Fist	Mold Breaker	Scrappy				Description not available yet					6	2.1m	675	Pangoro	Daunting Pokemon	124	78	95	69	71	58	495	Fighting	Dark	136 kg
Fur Coat						Description not available yet					6	1.2m	676	Furfrou	Poodle Pokemon	80	60	75	65	90	102	472	Normal		28 kg
Keen Eye	Infiltrator	Own Tempo				Description not available yet					6	0.3m	677	Espurr	Restraint Pokemon	48	54	62	63	60	68	355	Psychic		3.5 kg
Keen Eye	Infiltrator	Prankster	Competitive			Description not available yet					6	0.6m	678	Meowstic	Constraint Pokemon	48	76	74	83	81	104	466	Psychic		8.5 kg
No Guard						Description not available yet					6	0.8m	679	Honedge	Sword Pokemon	80	100	45	35	37	28	325	Steel	Ghost	2 kg
No Guard						Description not available yet					6	0.8m	680	Doublade	Sword Pokemon	110	150	59	45	49	35	448	Steel	Ghost	4.5 kg
Stance Change						Description not available yet					6	1.7m	681	Aegislash	Royal Sword Pokemon	150	50	60	150	50	60	520	Steel	Ghost	53 kg
Healer	Aroma Veil					Description not available yet					6	0.2m	682	Spritzee	Perfume Pokemon	52	60	78	63	65	23	341	Fairy		0.5 kg
Healer	Aroma Veil					Description not available yet					6	0.8m	683	Aromatisse	Fragrance Pokemon	72	72	101	99	89	29	462	Fairy		15.5 kg
Sweet Veil	Unburden					Description not available yet					6	0.4m	684	Swirlix	Cotton Candy Pokemon	48	66	62	59	57	49	341	Fairy		3.5 kg
Sweet Veil	Unburden					Description not available yet					6	0.8m	685	Slurpuff	Meringue Pokemon	80	86	82	85	75	72	480	Fairy		5 kg
Contrary	Suction Cups	Infiltrator				Description not available yet					6	0.4m	686	Inkay	Revolving Pokemon	54	53	53	37	46	45	288	Dark	Psychic	3.5 kg
Contrary	Suction Cups	Infiltrator				Description not available yet					6	1.5m	687	Malamar	Overturning Pokemon	92	88	86	68	75	73	482	Dark	Psychic	47 kg
Tough Claws	Sniper	Pickpocket				Description not available yet					6	0.5m	688	Binacle	Two-Handed Pokemon	52	67	42	39	56	50	306	Rock	Water	31 kg
Tough Claws	Sniper	Pickpocket				Description not available yet					6	1.3m	689	Barbaracle	Collective Pokemon	105	115	72	54	86	68	500	Rock	Water	96 kg
Poison Point	Poison Touch	Adaptability				Description not available yet					6	0.5m	690	Skrelp	Mock Kelp Pokemon	60	60	50	60	60	30	320	Poison	Water	7.3 kg
Poison Point	Poison Touch	Adaptability				Description not available yet					6	1.8m	691	Dragalge	Mock Kelp Pokemon	75	90	65	97	123	44	494	Poison	Dragon	81.5 kg
Mega Launcher						Description not available yet					6	0.5m	692	Clauncher	Water Gun Pokemon	53	62	50	58	63	44	330	Water		8.3 kg
Mega Launcher						Description not available yet					6	1.3m	693	Clawitzer	Howitzer Pokemon	73	88	71	120	89	59	500	Water		35.3 kg
Dry Skin	Sand Veil	Solar Power				Description not available yet					6	0.5m	694	Helioptile	Generator Pokemon	38	33	44	61	43	70	289	Electric	Normal	6 kg
Dry Skin	Sand Veil	Solar Power				Description not available yet					6	1m	695	Heliolisk	Generator Pokemon	55	52	62	109	94	109	481	Electric	Normal	21 kg
Strong Jaw	Sturdy					Description not available yet					6	0.8m	696	Tyrunt	Royal Heir Pokemon	89	77	58	45	45	48	362	Rock	Dragon	26 kg
Strong Jaw	Rock Head					Description not available yet					6	2.5m	697	Tyrantrum	Despot Pokemon	121	119	82	69	59	71	521	Rock	Dragon	270 kg
Refrigerate	Snow Warning					Description not available yet					6	1.3m	698	Amaura	Tundra Pokemon	59	50	77	67	63	46	362	Rock	Ice	25.2 kg
Refrigerate	Snow Warning					Description not available yet					6	2.7m	699	Aurorus	Tundra Pokemon	77	72	123	99	92	58	521	Rock	Ice	225 kg
Cute Charm	Pixilate					Description not available yet					6	1m	700	Sylveon	Intertwining Pokemon	65	65	95	110	130	60	525	Fairy		23.5 kg
Limber	Unburden	Mold Breaker				Description not available yet					6	0.8m	701	Hawlucha	Wrestling Pokemon	92	75	78	74	63	118	500	Fighting	Flying	21.5 kg
Cheek Pouch	Pickup	Plus				Description not available yet					6	0.2m	702	Dedenne	Antenna Pokemon	58	57	67	81	67	101	431	Electric	Fairy	2.2 kg
Clear Body	Sturdy					Description not available yet					6	0.3m	703	Carbink	Jewel Pokemon	50	150	50	50	150	50	500	Rock	Fairy	5.7 kg
Sap Sipper	Hydration	Gooey				Description not available yet					6	0.3m	704	Goomy	Soft Tissue Pokemon	50	35	45	55	75	40	300	Dragon		2.8 kg
Sap Sipper	Hydration	Gooey				Description not available yet					6	0.8m	705	Sliggoo	Soft Tissue Pokemon	75	53	68	83	113	60	452	Dragon		17.5 kg
Sap Sipper	Hydration	Gooey				Description not available yet					6	2m	706	Goodra	Dragon Pokemon	100	70	90	110	150	80	600	Dragon		150.5 kg
Prankster	Magician					Description not available yet					6	0.2m	707	Klefki	Key Ring Pokemon	80	91	57	80	87	75	470	Steel	Fairy	3 kg
Natural Cure	Frisk	Harvest				Description not available yet					6	0.4m	708	Phantump	Stump Pokemon	70	48	43	50	60	38	309	Ghost	Grass	7 kg
Natural Cure	Frisk	Harvest				Description not available yet					6	1.5m	709	Trevenant	Elder Tree Pokemon	110	76	85	65	82	56	474	Ghost	Grass	71 kg
Pickup	Frisk	Insomnia				Description not available yet					6	0.8m	710	Pumpkaboo	Pumpkin Pokemon	66	70	59	44	55	41	335	Ghost	Grass	15 kg
Pickup	Frisk	Insomnia				Description not available yet					6	1.7m	711	Gourgeist	Pumpkin Pokemon	100	122	85	58	75	54	494	Ghost	Grass	39 kg
Own Tempo	Ice Body	Sturdy				Description not available yet					6	1m	712	Bergmite	Ice Chunk Pokemon	69	85	55	32	35	28	304	Ice		99.5 kg
Own Tempo	Ice Body	Sturdy				Description not available yet					6	2m	713	Avalugg	Iceberg Pokemon	117	184	95	44	46	28	514	Ice		505 kg
Frisk	Infiltrator	Telepathy				Description not available yet					6	0.5m	714	Noibat	Sound Wave Pokemon	30	35	40	45	40	55	245	Flying	Dragon	8 kg
Frisk	Infiltrator	Telepathy				Description not available yet					6	1.5m	715	Noivern	Sound Wave Pokemon	70	80	85	97	80	123	535	Flying	Dragon	85 kg
Fairy Aura						Description not available yet					6	3m	716	Xerneas	Life Pokemon	131	95	126	131	98	99	680	Fairy		215 kg
Dark Aura						Description not available yet					6	5.8m	717	Yveltal	Destruction Pokemon	131	95	126	131	98	99	680	Dark	Flying	203 kg
Aura Break	Power Construct					Description not available yet					6	5m	718	Zygarde	Order Pokemon	100	121	216	91	95	85	708	Dragon	Ground	284.6 kg
Clear Body						Description not available yet					6	0.7m	719	Diancie	Jewel Pokemon	160	110	50	160	110	110	700	Rock	Fairy	8.8 kg
Magician						Description not available yet					6		720	Hoopa	Mischief Pokemon (Confined)Djinn Pokemonn (Unbound)	160	60	80	170	130	80	680	Psychic	Ghost	
Water Absorb						Description not available yet					6	1.7m	721	Volcanion	Steam Pokemon	110	120	80	130	90	70	600	Fire	Water	195 kg
Overgrow	Long Reach					Description not available yet					7	0.3m	722	Rowlet	Grass Quill Pokemon	55	55	68	50	50	42	320	Grass	Flying	1.5 kg
Overgrow	Long Reach					Description not available yet					7	0.7m	723	Dartrix	Blade Quill Pokemon	75	75	78	70	70	52	420	Grass	Flying	16 kg
Overgrow	Long Reach					Description not available yet					7	1.6m	724	Decidueye	Arrow Quill Pokemon	107	75	78	100	100	70	530	Grass	Ghost	36.6 kg
Blaze	Intimidate					Description not available yet					7	0.4m	725	Litten	Fire Cat Pokemon	65	40	45	60	40	70	320	Fire		4.3 kg
Blaze	Intimidate					Description not available yet					7	0.7m	726	Torracat	Fire Cat Pokemon	85	50	65	80	50	90	420	Fire		25 kg
Blaze	Intimidate					Description not available yet					7	1.8m	727	Incineroar	Heel Pokemon	115	90	95	80	90	60	530	Fire	Dark	83 kg
Torrent	Liquid Voice					Description not available yet					7	0.4m	728	Popplio	Sea Lion Pokemon	54	54	50	66	56	40	320	Water		7.5 kg
Torrent	Liquid Voice					Description not available yet					7	0.6m	729	Brionne	Pop Star Pokemon	69	69	60	91	81	50	420	Water		17.5 kg
Torrent	Liquid Voice					Description not available yet					7	1.8m	730	Primarina	Soloist Pokemon	74	74	80	126	116	60	530	Water	Fairy	44 kg
Keen Eye	Skill Link	Pickup				Description not available yet					7	0.3m	731	Pikipek	Woodpecker Pokemon	75	30	35	30	30	65	265	Normal	Flying	1.2 kg
Keen Eye	Skill Link	Pickup				Description not available yet					7	0.6m	732	Trumbeak	Bugle Beak Pokemon	85	50	55	40	50	75	355	Normal	Flying	14.8 kg
Keen Eye	Skill Link	Sheer Force				Description not available yet					7	1.1m	733	Toucannon	Cannon Pokemon	120	75	80	75	75	60	485	Normal	Flying	26 kg
Stakeout	Strong Jaw	Adaptability				Description not available yet					7	0.4m	734	Yungoos	Loitering Pokemon	70	30	48	30	30	45	253	Normal		6 kg
Stakeout	Strong Jaw	Adaptability				Description not available yet					7	0.7m	735	Gumshoos	Stakeout Pokemon	110	60	88	55	60	45	418	Normal		14.2 kg
Swarm						Description not available yet					7	0.4m	736	Grubbin	Larva Pokemon	62	45	47	55	45	46	300	Bug		4.4 kg
Battery						Description not available yet					7	0.5m	737	Charjabug	Battery Pokemon	82	95	57	55	75	36	400	Bug	Electric	10.5 kg
Levitate						Description not available yet					7	1.5m	738	Vikavolt	Stag Beetle Pokemon	70	90	77	145	75	43	500	Bug	Electric	45 kg
Hyper Cutter	Iron Fist	Anger Point				Description not available yet					7	0.6m	739	Crabrawler	Boxing Pokemon	82	57	47	42	47	63	338	Fighting		7 kg
Hyper Cutter	Iron Fist	Anger Point				Description not available yet					7	1.7m	740	Crabominable	Woolly Crab Pokemon	132	77	97	62	67	43	478	Fighting	Ice	180 kg
Dancer						Description not available yet					7	0.6m	741	Oricorio	Dancing Pokemon	70	70	75	98	70	93	476	Fire	Flying	3.4 kg
Honey Gather	Shield Dust	Sweet Veil				Description not available yet					7	0.1m	742	Cutiefly	Bee Fly Pokemon	45	40	40	55	40	84	304	Bug	Fairy	0.2 kg
Honey Gather	Shield Dust	Sweet Veil				Description not available yet					7	0.2m	743	Ribombee	Bee Fly Pokemon	55	60	60	95	70	124	464	Bug	Fairy	0.5 kg
Keen Eye	Vital Spirit	Steadfast				Description not available yet					7	0.5m	744	Rockruff	Puppy Pokemon	65	40	45	30	40	60	280	Rock		9.2 kg
Keen Eye	Sand Rush	Steadfast	Keen Eye	Vital Spirit	No Guard	Description not available yet					7		745	Lycanroc	Wolf Pokemon	115	75	85	55	75	82	487	Rock		
Schooling						Description not available yet					7	0.2m	746	Wishiwashi	Small Fry Pokemon	140	130	45	140	135	30	620	Water		0.3 kg
Merciless	Limber	Regenerator				Description not available yet					7	0.4m	747	Mareanie	Brutal Star Pokemon	53	62	50	43	52	45	305	Poison	Water	8 kg
Merciless	Limber	Regenerator				Description not available yet					7	0.7m	748	Toxapex	Brutal Star Pokemon	63	152	50	53	142	35	495	Poison	Water	14.5 kg
Own Tempo	Stamina	Inner Focus				Description not available yet					7	1m	749	Mudbray	Donkey Pokemon	100	70	70	45	55	45	385	Ground		110 kg
Own Tempo	Stamina	Inner Focus				Description not available yet					7	2.5m	750	Mudsdale	Draft Horse Pokemon	125	100	100	55	85	35	500	Ground		920 kg
Water Bubble	Water Absorb					Description not available yet					7	0.3m	751	Dewpider	Water Bubble Pokemon	40	52	38	40	72	27	269	Water	Bug	4 kg
Water Bubble	Water Absorb					Description not available yet					7	1.8m	752	Araquanid	Water Bubble Pokemon	70	92	68	50	132	42	454	Water	Bug	82 kg
Leaf Guard	Contrary					Description not available yet					7	0.3m	753	Fomantis	Sickle Grass Pokemon	55	35	40	50	35	35	250	Grass		1.5 kg
Leaf Guard	Contrary					Description not available yet					7	0.9m	754	Lurantis	Bloom Sickle Pokemon	105	90	70	80	90	45	480	Grass		18.5 kg
Illuminate	Effect Spore	Rain Dish				Description not available yet					7	0.2m	755	Morelull	Illuminating Pokemon	35	55	40	65	75	15	285	Grass	Fairy	1.5 kg
Illuminate	Effect Spore	Rain Dish				Description not available yet					7	1m	756	Shiinotic	Illuminating Pokemon	45	80	60	90	100	30	405	Grass	Fairy	11.5 kg
Corrosion	Oblivious					Description not available yet					7	0.6m	757	Salandit	Toxic Lizard Pokemon	44	40	48	71	40	77	320	Poison	Fire	4.8 kg
Corrosion	Oblivious					Description not available yet					7	1.2m	758	Salazzle	Toxic Lizard Pokemon	64	60	68	111	60	117	480	Poison	Fire	22.2 kg
Fluffy	Klutz	Cute Charm				Description not available yet					7	0.5m	759	Stufful	Flailing Pokemon	75	50	70	45	50	50	340	Normal	Fighting	6.8 kg
Fluffy	Klutz	Unnerve				Description not available yet					7	2.1m	760	Bewear	Strong Arm Pokemon	125	80	120	55	60	60	500	Normal	Fighting	135 kg
Leaf Guard	Oblivious	Sweet Veil				Description not available yet					7	0.3m	761	Bounsweet	Fruit Pokemon	30	38	42	30	38	32	210	Grass		3.2 kg
Leaf Guard	Oblivious	Sweet Veil				Description not available yet					7	0.7m	762	Steenee	Fruit Pokemon	40	48	52	40	48	62	290	Grass		8.2 kg
Leaf Guard	Queenly Majesty	Sweet Veil				Description not available yet					7	1.2m	763	Tsareena	Fruit Pokemon	120	98	72	50	98	72	510	Grass		21.4 kg
Flower Veil	Triage	Natural Cure				Description not available yet					7	0.1m	764	Comfey	Posy Picker Pokemon	52	90	51	82	110	100	485	Fairy		0.3 kg
Inner Focus	Telepathy	Symbiosis				Description not available yet					7	1.5m	765	Oranguru	Sage Pokemon	60	80	90	90	110	60	490	Normal	Psychic	76 kg
Receiver	Defiant					Description not available yet					7	2m	766	Passimian	Teamwork Pokemon	120	90	100	40	60	80	490	Fighting		82.8 kg
Wimp Out						Description not available yet					7	0.5m	767	Wimpod	Turn Tail Pokemon	35	40	25	20	30	80	230	Bug	Water	12 kg
Emergency Exit						Description not available yet					7	2m	768	Golisopod	Hard Scale Pokemon	125	140	75	60	90	40	530	Bug	Water	108 kg
Water Compaction	Sand Veil					Description not available yet					7	0.5m	769	Sandygast	Sand Heap Pokemon	55	80	55	70	45	15	320	Ghost	Ground	70 kg
Water Compaction	Sand Veil					Description not available yet					7	1.3m	770	Palossand	Sand Castle Pokemon	75	110	85	100	75	35	480	Ghost	Ground	250 kg
Innards Out	Unaware					Description not available yet					7	0.3m	771	Pyukumuku	Sea Cucumber Pokemon	60	130	55	30	130	5	410	Water		1.2 kg
Battle Armor						Description not available yet					7	1.9m	772	Type: Null	Synthetic Pokemon	95	95	95	95	95	59	534	Normal		120.5 kg
RKS System						Description not available yet					7	2.3m	773	Silvally	Synthetic Pokemon	95	95	95	95	95	95	570	Normal		100.5 kg
Shields Down						Description not available yet					7	0.3m	774	Minior	Meteor Pokemon	100	60	60	100	60	120	500	Rock	Flying	40 kg
Comatose						Description not available yet					7	0.4m	775	Komala	Drowsing Pokemon	115	65	65	75	95	65	480	Normal		19.9 kg
Shell Armor						Description not available yet					7	2m	776	Turtonator	Blast Turtle Pokemon	78	135	60	91	85	36	485	Fire	Dragon	212 kg
Iron Barbs	Lightningrod	Sturdy				Description not available yet					7	0.3m	777	Togedemaru	Roly-Poly Pokemon	98	63	65	40	73	96	435	Electric	Steel	3.3 kg
Disguise						Description not available yet					7	0.2m	778	Mimikyu	Disguise Pokemon	90	80	55	50	105	96	476	Ghost	Fairy	0.7 kg
Dazzling	Strong Jaw	Wonder Skin 				Description not available yet					7	0.9m	779	Bruxish	Gnash Teeth Pokemon	105	70	68	70	70	92	475	Water	Psychic	19 kg
Berserk	Sap Sipper	Cloud Nine				Description not available yet					7	3m	780	Drampa	Placid Pokemon	60	85	78	135	91	36	485	Normal	Dragon	185 kg
Steelworker						Description not available yet					7	3.9m	781	Dhelmise	Sea Creeper Pokemon	131	100	70	86	90	40	517	Ghost	Grass	210 kg
Bulletproof	Soundproof	Overcoat				Description not available yet					7	0.6m	782	Jangmo-o	Scaly Pokemon	55	65	45	45	45	45	300	Dragon		29.7 kg
Bulletproof	Soundproof	Overcoat				Description not available yet					7	1.2m	783	Hakamo-o	Scaly Pokemon	75	90	55	65	70	65	420	Dragon	Fighting	47 kg
Bulletproof	Soundproof	Overcoat				Description not available yet					7	1.6m	784	Kommo-o	Scaly Pokemon	110	125	75	100	105	85	600	Dragon	Fighting	78.2 kg
Electric Surge	Telepathy					Description not available yet					7	1.8m	785	Tapu Koko	Land Spirit Pokemon	115	85	70	95	75	130	570	Electric	Fairy	20.5 kg
Psychic Surge	Telepathy					Description not available yet					7	1.2m	786	Tapu Lele	Land Spirit Pokemon	85	75	70	130	115	95	570	Psychic	Fairy	18.6 kg
Grassy Surge	Telepathy					Description not available yet					7	1.9m	787	Tapu Bulu	Land Spirit Pokemon	130	115	70	85	95	75	570	Grass	Fairy	45.5 kg
Misty Surge	Telepathy					Description not available yet					7	1.3m	788	Tapu Fini	Land Spirit Pokemon	75	115	70	95	130	85	570	Water	Fairy	21.2 kg
Unaware						Description not available yet					7	0.2m	789	Cosmog	Nebula Pokemon	29	31	43	29	31	37	200	Psychic		0.1 kg
Sturdy						Description not available yet					7	0.1m	790	Cosmoem	Protostar Pokemon	29	131	43	29	131	37	400	Psychic		999.9 kg
Full Metal Body						Description not available yet					7	3.4m	791	Solgaleo	Sunne Pokemon	137	107	137	113	89	97	680	Psychic	Steel	230 kg
Shadow Shield						Description not available yet					7	4m	792	Lunala	Moone Pokemon	113	89	137	137	107	97	680	Psychic	Ghost	120 kg
Beast Boost						Description not available yet					7	1.2m	793	Nihilego	Parasite Pokemon	53	47	109	127	131	103	570	Rock	Poison	55.5 kg
Beast Boost						Description not available yet					7	2.4m	794	Buzzwole	Swollen Pokemon	139	139	107	53	53	79	570	Bug	Fighting	333.6 kg
Beast Boost						Description not available yet					7	1.8m	795	Pheromosa	Lissome Pokemon	137	37	71	137	37	151	570	Bug	Fighting	25 kg
Beast Boost						Description not available yet					7	3.8m	796	Xurkitree	Glowing Pokemon	89	71	83	173	71	83	570	Electric		100 kg
Beast Boost						Description not available yet					7	9.2m	797	Celesteela	Launch Pokemon	101	103	97	107	101	61	570	Steel	Flying	999.9 kg
Beast Boost						Description not available yet					7	0.3m	798	Kartana	Drawn Sword Pokemon	181	131	59	59	31	109	570	Grass	Steel	0.1 kg
Beast Boost						Description not available yet					7	5.5m	799	Guzzlord	Junkivore Pokemon	101	53	223	97	53	43	570	Dark	Dragon	888 kg
Prism Armor						Description not available yet					7	2.4m	800	Necrozma	Prism Pokemon	107	101	97	127	89	79	600	Psychic		230 kg
Soul-Heart						Description not available yet					7	1m	801	Magearna	Artificial Pokemon	95	115	80	130	115	65	600	Steel	Fairy	80.5 kg
